,doi,text,label,split
319,10.1016/j.elecom.2014.10.003,"It has been speculated that the capacity fading of NM and FC cycled above 4.0 V is due to electrolyte decomposition [11,12,16].",both,train
320,10.1021/acs.chemmater.6b03403,Prolonged decomposition of electrolytes forming a thick and unstable solid-electrolyte interphase (SEI) continues to be a major bottleneck in designing sodium-ion batteries (SIBs).,micro,train
321,10.1039/c5cc02251g,"In summary, the combination of an AQ/CMK-3 composite cathode and an ether-based electrolyte with high concentration of CF3SO3Na (NaTFS) as the sodium salt and triethylene glycol dimethyl ether (TEGDME) as solvent is effective to obtain much improved electrochemical performance.",no,train
322,10.1002/aenm.201901431,"Altogether, these results nicely support the positive attributes of magic A over the EC-PC electrolyte that is rooted in a lower growing rate of the SEI forming film, but did not bring any clues about its composition, hence limiting chances to know how it forms.",micro,train
323,10.1016/j.carbon.2019.02.083,"The adsorption of Na+ ions on the surface of single layer graphene is energetically unfavorable unless that surface includes significant defects density [,].",no,train
324,10.1021/acsami.7b09658,"Herein, we for the first time present the controllable states of lattice water via adjusting the cutoff voltages, effectively enhancing the reversible capacity, cycling stability, and rate ability of the materials.",no,train
325,10.1039/c8ra10646k,"Therefore, the presence of rhombohedral Li3V2(PO4)3 or Li2NaV2(PO4)3 is not beneficial to the capacity output of the Na-doped Li3-xNaxV2(PO4)3/C composite.",both,train
326,10.1002/celc.201700054,"P2-type Na0.7MnO2 material with orthorhombic distortion (high Mn3+ content) can give high capacity as cathode for NIB, but is not stable during natural cooling process after annealing and in ambient air.",both,train
327,10.1002/anie.201800181,The capacity of DESIB with Na-FC electrolyte is twice that of a battery using a conventional (Na2SO4) electrolyte.,no,train
328,10.1021/acs.nanolett.6b05174,new approach for sodium batteries: the anode-free sodium battery.,no,train
329,10.1039/c6cp00070c,"In this context, the framework of density functional theory has been applied to systematically investigate the crystal structure evolution, density of states and charge transfer with sodium ions insertion, and the corresponding average redox potential, for Na2M2(SO4)3 (M = Fe, Mn, Co and Ni).",no,train
330,10.1039/c8nr08511k,"Due to their low yield and easy aggregation during the electrode preparation process, exfoliated MoS2 monolayers cannot fulfill the requirements of alkali-metal-ion battery tests.",both,train
331,10.1039/c4ta04428b,"The first review of the various electrolytes currently used and developed for sodium-ion batteries (SIBs), both in terms of materials and concepts, is presented.",no,train
332,10.1002/chem.201700742,"As schematically shown in Figure 1 a, the GO/MC composites are fabricated by adding an excess of metal ions into GO/ligand solutions.",no,train
333,10.1039/c9ta90197c,"The Royal Society of Chemistry hereby wholly retracts this Journal of Materials Chemistry A article, with the agreement of the authors, due to concerns with the reliability of the electron microscope (EM) and XRD images in the published article.",no,train
334,10.1021/acsami.6b03969,A reversible capacity of 106 mAh g-1 was obtained when cycled between 1.5 and 4.0 V at 30 degC.,no,train
335,10.1021/acsenergylett.8b00919,m (molality) NaOTf in water and.,no,train
336,10.1016/j.jpowsour.2015.03.038,"These reversible capacities are slightly lower than those obtained in the carbonate electrolyte, possibly due to the lower ionic conductivity and poorer wettability of the MFE based electrolyte.",both,train
337,10.1021/cm5024508,"In fact, a recent report shows that Sn NCs as small as 10 nm still undergo extensive mechanical damage during lithiation.",macro,train
338,10.1039/c6cc05727f,"The carbonyl-based organic electrode materials, especially carbonyl-based organic small molecules, will gradually dissolve into the electrolyte during electrochemical reaction processes, inevitably resulting in unsatisfactory electrochemical performances.",macro,train
339,10.1039/c9nr90160d,The corrected version of Fig. 1 is shown below.The Royal Society of Chemistry apologises for these errors and any consequent inconvenience to authors and readers.,no,train
340,10.1016/j.jpowsour.2014.01.025,"However, the availability of readily-accessible lithium has been questioned due to an ever increasing demand and limited lithium resources.",intro,train
341,10.1021/acsami.8b14918,"Therefore, it is urgent to explore low-cost and high-energy power sources to decrease the cost of the IMDs.Recently, aqueous rechargeable sodium-ion batteries (ARSB) with similar mechanism to the lithium-ion one have attracted great attention.",no,train
342,10.1016/j.electacta.2012.10.097,The useful lifetime of Na-S batteries is about 15 years and large numbers of used Na-S batteries will begin to be discarded in the near future.,intro,train
343,10.1039/c5ra25645c,"Thus, Na-ions are easily inserted and extracted from this layered structure, making it as a promising candidate anode for sodium storage.Among layer-structured metal chalcogenides, WSe2 has received considerable attention recently owing to its remarkable features of ultralow thermal conductivity, highly hydrophobic sticky surfaces, and efficient p-type field-effect properties.",no,train
344,10.1039/c3ee41031e,"In spite of the long way off to commercial Na-ion batteries, these features place them closer to the real market.",no,train
345,10.1002/celc.201800005,Results reveal that the capacity and cycling stability of the (MoO2)2P2O7/Na battery largely depends on the lower cutoff voltage.,no,train
346,10.1016/j.jpowsour.2013.06.153,"Both the larger size of the Na+ ion and the lower charge/radius ratio might, however, affect the relative importance of each of these phenomena - which calls for further analysis.",micro,train
347,10.1002/aenm.201800054,"However, their application is severely hindered by the difficulty in fabrication of robust fiber-like electrodes with promising electrochemical performance.",macro,train
348,10.1039/c4ta02383h,"Recently, the pyrophosphate family of cathodes has attracted considerable attention, particularly Li2FeP2O7 related to its high operating voltage and enhanced safety properties; in addition the sodium-based pyrophosphates Na2FeP2O7 and Na2MnP2O7 are also generating interest.",no,train
349,10.1016/j.jallcom.2016.06.174,Rational design and controllable synthesis of TiO2 based materials with unique microstructure and excellent electrochemical performance for Na-ion batteries have been imperative requirement at present.,no,train
350,10.1016/j.ijhydene.2015.12.090,"Lithium deposits are mainly distributed in South America (70% of the global deposits), causing the lithium battery market to depend on the import of raw lithium materials, and also the limited reserves of lithium is not sufficient to meet the ever-increasing demand for various applications.",no,train
351,10.1021/acsami.7b00271,"More specifically, the lower surface area of NCG-100, which is due to the larger particle size, causes the limited cell capacity and the rapid increase in cell polarization (thicker NiCl2 passivation layers on NCG-100 particles) during the charge process.",micro,train
352,10.1039/c6ta05896e,"For both phases, these results indicate that, although the bulk Na-ion mobility may be further improved by introducing more Na vacancies yielding a higher ionic macroscopic conductivity, improvement of battery performance may be achieved by improving the grain boundary resistance where amorphous phase fractions are suggested to play a key role.",no,train
353,10.1039/c4ta03948c,"However, the voltage difference between the oxidation and reduction peaks gradually increased and peak broadening was observed with repeated cycling, indicating that the electrochemical performance and structural stability of the undoped-NVP/C deteriorated due to the difficulty in the reversible reaction with large Na-ions.",micro,train
354,10.1039/c9ta02710f,"Consequently, a symmetry transformation occurs, which yields an orthorhombic-symmetry phase with poor electrochemical properties, mainly due to low bulk electronic conductivity.",both,train
355,10.1039/c5ra01895a,"However, divalent Mg ion doping in Na(Co0.92Mg0.08)O2 will lead to charge disproportionation, which affect simultaneously the electronic structure of both Co and O.",both,train
356,10.1039/c7ta00314e,Thus it is essential to develop cathode materials with a large open framework and robust structure.,macro,train
357,10.1016/j.apsusc.2015.10.050,"Herein, we use density-functional theory in combination with the nonequilibrium Green's function formalism to study the effect of lithium and sodium ion adsorption on the electronic transport properties of the MXene, Ti3C2.",no,train
358,10.1016/j.jpowsour.2018.06.071,"The FeG10 and FeG20 samples showed larger weight losses of approximately 17.3 and 23.1 wt% at 380 degC, respectively, which were mainly caused by the thermal decomposition of r-GO and the oxidation of the FeOF phase [,].",both,train
359,10.1002/chem.201705466,"Furthermore, there are no variable valence elements in NZTO, which guarantees it as a potential Na+ ion conductor for SS-SIBs.In the present work, we report Na-ion SSEs of Na2-xZn2-xGaxTeO6 (NZTO-Gx, x=0, 0.05, 0.1, 0.15, respectively, that is, NZTO, NZTO-G0.05, NZTO-G0.1, NZTO-G0.15).",no,train
360,10.1021/nn505536t,"Nevertheless, this approach suffers from limitations when used to fabricate high-aspect-ratio 1D nanostructures because numerous processes are required to prepare and remove the template, and the growth time is long.",micro,train
361,10.1016/j.nanoen.2017.12.014,"To meet the demanding requirements of grid-scale energy storage applications, a cost-effective and highly efficient electrochemical energy storage device is urgently needed.",intro,train
362,10.1039/c5ra02235e,"Although the cycling performance and specific capacity of FeF3/graphene need to be improved further, the design and preparation for the hybrid sheet-like structure FeF3/graphene composite as the cathode material of NIB is still a valuable exploration.",no,train
363,10.1002/anie.201702024,"The excellent rate capability of the s-NCO is also verified by the charge/discharge voltage profiles at various current rates (Figure 4 d).Moreover, the s-NCO electrode also exhibits excellent cycling stability.",no,train
364,10.1039/c5ta02450a,"In addition, the results in this work may offer novel insights into designing high performance cathode materials for sodium ion batteries, and the different positive effects and the relative content of Mn, Ni and Co should be carefully considered for the structural design and electrochemical performance optimization.",no,train
365,10.1039/c5ta02734a,"On the other h, electrochemical performance for alloying of Zn and Na is yet to be reported.",no,train
366,10.1002/anie.201914760,"Therefore, the reasons for the larger Li content may include the formation of a passivation layer (SEI, solid-electrolyte interface) on the active material and electrolyte degradation.",micro,train
367,10.1016/j.nanoen.2019.04.059,"The alkaline feature (Fig. S7) mainly related to the Na2CO3 formation of the electrodes can cause the corrosion of Prussian blue analogues and the deterioration of electrochemical performances [,].",micro,train
368,10.1016/j.nanoen.2017.05.021,"All these solid compounds are eventually removed at the end of recharge, but formation of these structures evidence possible irreversible pathways that need to be considered for the cycle life improvement.",both,train
369,10.1002/ente.201700530,Such long-term cycling stability of sodium-ion full-cells has rarely been documented in the literature.,macro,train
370,10.1016/j.jallcom.2016.06.174,"The reversible specific capacity decreased rapidly to ~20mAhg-1 after 25 cycles, which showed that the P25 is unsuitable for using in large current density conditions.",both,train
371,10.1002/aenm.201601196,"However, solid-state batteries (SSBs) have been plagued by the relatively low ionic conductivity of SEs and large charge-transfer resistance between electrode and SE.",micro,train
372,10.1016/j.jallcom.2019.151667,This channel is responsible for one-dimensional diffusion in accordance with previous studies of alluaudite-type sulphates and phosphates.,no,train
373,10.1016/j.nanoen.2016.04.021,"However, the sluggish electrochemical kinetics limits its further development due to the poor electron conductivity and long Na+ diffusion path.",micro,train
374,10.1016/j.electacta.2015.09.092,"In contrast, the electrodes tested under the conditions of 100mAhg-1 charging significantly deteriorate and fail to be charged to 100mAhg-1 within a few cycles (Fig. 7).",micro,train
375,10.1002/anie.201800181,There are no large differences in average discharge voltage and voltage difference.,no,train
376,10.1016/j.jpowsour.2017.06.014,These results imply that proper design of cathode materials may help dealing with the challenges in layered cathode materials for Na-ion batteries.,no,train
377,10.1039/c4ra15055d,"Meanwhile, the difference charge density and the Bader charge analysis were used to study the interaction between Li/Na adatom and its surrounding atoms.",no,train
378,10.1016/j.nanoen.2018.03.069,"As the poor oxidative stability of ether solvent, a highly concentrated electrolyte should be adopted.",micro,train
379,10.1039/c4ta03828b,"It is around 1.5, 1.0 and 0.3 mm for x = 0, 0.2 and 0.4, respectively.The comparative cycling and rate performances of these samples are shown in Fig. 3.",no,train
380,10.1039/c8ta03270j,"Na-ion batteries (NIBs) are very attractive candidates for large-scale electrical energy storage due to abundant Na resources, while developing air stable, low cost and toxic Co/Ni-free cathodes to achieve high energy/power density and long-life NIBs is very challenging.",intro,train
381,10.1002/chem.201602066,"However, their synthesis might not be easily scalable due to the complicated and time-consuming procedures.",macro,train
382,10.1016/j.ssi.2015.12.019,"However, its Na alternative, olivine-type NaFePO4, has a low power density as an electrode material for Na ion batteries.",macro,train
383,10.1039/c6cp02049f,"Interestingly, lithiation and sodiation at high concentrations (Li2P and Na2P) lead to the softening of black phosphorous, whereas magnesiation shows a hardening phenomenon.",no,train
384,10.1021/cm303611z,"Surprisingly, the capacity of the cell with the Na+ ions was only 2% and 30% lower as compared with Li+ ion cells at slow and high cycling rates, respectively.",macro,train
385,10.1039/c8ra03682a,"Therefore, there is an urgent desire to investigate large interstitial channel cathode electrode materials such as highly three-dimensional frameworks to cushion the volume expansion caused by rapid Na+ shuttling.",macro,train
386,10.1039/c5ta00980d,Two different types of Na-ion full-cells demonstrate the feasibility of the Na3V2O2x(PO4)2F3-2x/MWCNT composite as a cathode for aqueous sodium-ion batteries.,no,train
387,10.1002/anie.201206854,Sodium manganese hexacyanoferrates (NMHFCs) synthesized in aqueous solution at room temperature show high reversible capacity and outstanding rate capability as cathodes for a rechargeable sodium-ion battery (SIB).,no,train
388,10.1021/acsami.6b16000,"High voltage, high rate, and cycling-stable cathodes are urgently needed for development of commercially viable sodium ion batteries (SIBs).",no,train
389,10.1021/acsami.7b05178,"Experimental and ab initio calculations results revealed that TCNQ molecule bridging with Fe atoms in NiHCF Prussian blue analogues leads to electronic coupling between these molecules and NiHCF open-framework, which can function as an electrical highway for electron motion and conductivity enhancement.",no,train
390,10.1002/cssc.201500155,"The thicker ALD Al2O3 coating also reduced the utilization of active materials and increased the charge-transfer resistance upon cycling, which correlated well with the results obtained from impedance studies.",micro,train
391,10.1039/c3ra23026k,"Though it is impractical for commercial application owing to its low capacity, sloping voltage profile and high-cost/toxicity of Co, it demonstrates the possibility of discovering new sodium-ion cathode materials from existing materials databases and should encourage the battery community to devise superior cathodes by systematic screening of the database of sodium-based inorganic compounds.",macro,train
392,10.1016/j.electacta.2015.09.092,"The phase transition from R 3- m to either C2/m or Fd 3- m causes a decrease in DNa+ of the a-NaFeO2 samples, resulting in the significant degradation of the a-NaFeO2 electrodes.",micro,train
393,10.1021/acsami.9b01484,Such interfacial potentials encode therefore the impact of the atomic structure in the gliding process.,no,train
394,10.1016/j.cej.2018.05.078,"Nevertheless, the relatively low electronic conductivity of these organic electrode materials and their high solubility in carbonate-based electrolytes severely harm their rate performance and cycling stability, which in turn greatly hamper the development of the organic SIBs [10,15].A feasible way to solve the aforementioned problems is binding the organic molecules on carbon matrices with excellent conductivity such as carbon nanotubes and graphene via covalent bonds.",no,train
395,10.1021/acsami.7b02175,"- Despite some encouraging progresses, the performance enhancement of NiCo2O4 is still unsatisfactory.",intro,train
396,10.1021/acs.jpcc.8b11069,Pyrite (FeS 2 ) has been regarded as one of the most promising electrode materials for sodium ion batteries owing to high theoretical capacity and low cost.,no,train
397,10.1039/c3cc38897b,"However, materials were studied as made and not optimised in terms of, for example, particle size and further work will required before we can establish whether or not these materials form suitable (de-) insertion materials for room temperature sodium cells.",micro,train
398,10.1016/j.jpowsour.2013.08.046,"However, at the low operating temperatures, the state of charge does not impact the Fe-Ni spatial correlation, suggesting that temperature is also an important variable.",no,train
399,10.1002/smll.201703116,"Although various iron-based cathode and anode materials have been synthesized and evaluated for sodium storage, further improvements are still required in terms of energy/power density and long cyclic stability for commercialization.",macro,train
400,10.1039/c6ee02641a,"Li, which is ascribed to the interactions between the quinone groups in polydopamine and Li-ions.",no,train
401,10.1039/c8ee00309b,"Finally, we further evaluated the fading mechanism of the material and found that Mn segregation to the surface of particles was possibly responsible for capacity fading upon prolonged cycling.",both,train
402,10.1039/c5ta03127c,"SHE) of Na/Na+ lowers the cell voltage of NIBs, whilst the larger ionic radius (1.02 A) of Na+ and orbital sizes make it more difficult to find a suitable host for sodium ion de/intercalation.",micro,train
403,10.1021/acsami.7b03933,"Up to now, many cathode materials have been developed with different theoretical capacities, cycling stabilities, and discharge potentials.",no,train
404,10.1002/adfm.201700522,"Thus, sodium-ion batteries (SIBs) have been proposed to address this concern.",no,train
405,10.1016/j.jallcom.2019.151667,"The GGA calculations predict the lowest barrier (0.31eV) for the hops along the Na3 channel, whereas it is higher (0.50eV) for the Na2-Na2 migration.",no,train
406,10.1039/c3cc47607c,"Presumably, the over-sodiated surface behaves as an insulating layer to decelerate the interfacial charge transfer and makes the electrochemical reaction irreversible.",no,train
407,10.1039/c5cc04422g,"In comparison to non-porous and pristine composites, the as-prepared material exhibits much higher capacity and better rate performance, which are mainly attributed to the high conductivity and rational porous structure of graphene with a significantly increased diffusion coefficient.",no,train
408,10.1039/c8ta05911j,This capability to maintain a constant voltage during discharge may eliminate the need for power electronics (such as boost converters) at the system level that are costly and consume energy.,intro,train
409,10.1016/j.electacta.2018.12.089,"Water-soluble binders are expected to reduce the structural distortion and the transition metal dissolution, which are the main factors of the poor cycling performance of the cathode material, and achieve admirable capacity retention.",both,train
410,10.1021/acs.jpcc.8b11512,Formation of a quasi-free-standing blue phosphorus single layer was observed by the interaction of phosphorus on the tellurium monolayer modified by Au(111).,no,train
411,10.1016/j.jpowsour.2018.06.049,Nanostructured sodium metal orthosilicates hold a lot of promise as next-generation cathodes but their practical application is hindered by the complex crystal structure and electrochemical behaviour.,micro,train
412,10.1002/adma.201501527,"However, SIBs face challenges of low specific energy, short cycling life, and insufficient specific power, owing to the heavy mass and large radius of Na+ ions.",intro,train
413,10.1016/j.jallcom.2019.152430,"Nevertheless, there are some inevitable shortcomings of LIBs for large-scale application: the restricted resource and inhomogeneous distribution of lithium on the earth's crust.",intro,train
414,10.1016/j.ijhydene.2013.12.119,"Compared to the electrode (cathode and anode) materials, however, few studies of electrolyte for the sodium-ion batteries have been made.",intro,train
415,10.1002/chem.201902400,"]C than that of NVP@C (Figure S9 a), which could make a great contribution to the outstanding rate performance and ultra-long cycle life.",no,train
416,10.1039/c3nr05329f,"As shown in Fig. 5c, these values are astonishingly stationary at these high current densities.",no,train
417,10.1039/c7cp00037e,"With the help of selected examples, we also illustrate the respective roles of unoccupied low energy sites within the pathway and temperature towards the overall rate capability of insertion-type cathode materials.",no,train
418,10.1002/celc.201901846,"Therefore, it can be concluded that the doped Na ions increase the formation energy of Li/Ni disorder defects, namely, the Li/Ni disorder defects in Na doped layered oxides are more difficult to generate than that of pure phases in term of thermodynamics.",micro,train
419,10.1002/advs.201600392,"For example, the Na ion insertion/extraction in the layered metal oxides often results in very complicated multiphase transitions, leading to rapid structural degradation of the hosts during cycling.",both,train
420,10.1039/c7dt04374k,This combines the concepts of using this structure type as a potential electrode in next-generation sodium-ion batteries and the influence that Na-containing electrodes have on the thermal expansion properties of Sc2(WO4)3.,micro,train
421,10.1039/c7ta04946c,Fig. 4a shows a bright-field image of the pristine NaFePO4 sample that demonstrates the structure consisting of nanoparticles and/or possibly their aggregates of NaFePO4.,no,train
422,10.1021/nl500548a,"However, neither theoretical energy/power density nor the practical values reach the values of Li cathodes.",macro,train
423,10.1016/j.electacta.2017.02.007,"However, the higher energy content of lithium as compared to sodium promoted the rapid development of the lithium-ion systems to the detriment of sodium-ion technologies.",macro,train
424,10.1016/j.cej.2019.122455,The FeS2@CF-NS electrode achieved a high capacitive contribution ratio of 92.7% with respect to the total capacity at a scan rate of 5 mV/s.,no,train
425,10.1021/cm501122u,"Meanwhile, unlike the ellipsoidal agglomeration of FeWO4, the introduction of graphene results in a smaller particle size of FeWO4, which is due to the heterogeneous nucleation and the inhibition by hierarchical graphene.",no,train
426,10.1016/j.ssi.2018.02.039,The physical and chemical properties of sodium and lithium are similar.,no,train
427,10.1016/j.nanoen.2017.12.042,"Significantly, our work not only serves as a good model to better understand the factors guiding the influence of heteroatom-doped carbon-based materials on the electrochemical performance of SIBs, but also sheds light on a general strategy for designing inexpensive and environmentally friendly electrode materials using natural biomaterials for future large-scale electrochemical energy-storage applications.",no,train
428,10.1039/c8ee02991a,"The nature of the ""Z""-phase has been elusive for some time due to minimal long-range interlayer order and its complicated evolution on charge.",micro,train
429,10.1016/j.jpowsour.2016.05.132,"In the final state, compared with carbon surface without defect, the discharge products prefer to form small-sized particles in large numbers.",no,train
430,10.1039/c5nr00398a,"We note that we used very standard, thus possibly suboptimal for nanostructures testing conditions in terms of selected binder, electrolytes and (most simple) electrode formulation.",no,train
431,10.1039/c7ta08104a,"Sodium-ion battery technology, the existing electrodes, and electrolytes are still in the early stage of development, and more intense research is necessary before moving to mass production and application.",intro,train
432,10.1039/c5ta03519h,"Compared to lithium-ion batteries, the mechanism of B-doped carbon coating for the improvement of the electrochemical performance in sodium-ion batteries is different.",no,train
433,10.1021/acs.chemmater.8b02953,"For the lower sodium amounts, the instability of the interstitial trigonal prismatic space leads to the formation, by slab gliding, of a very disordered structure.",micro,train
434,10.1016/j.electacta.2017.12.061,"However, the strategies of carbon modification often suffers several intrinsic issues: (i) high-cost carbon such as carbon nanotubes (e.g., SnO2/CNTs, CuO/CNTs ) or graphene (oxide) (e.g., NiO/GNRs, SnO2-rGO ) were used.",macro,train
435,10.1021/cm401657c,"Thus, the b-NaFeP2O7 is metastable, as expected for a material prepared by soft desodiation.",no,train
436,10.1039/c6cp00070c,"The calculations have been undertaken using the spin-polarized formalism in the Perdew, Burke and Ernzerhof (PBE) parametrization for the exchange and correlation functional.",no,train
437,10.1016/j.cej.2019.122978,"On the contrary, when using ethanol/water (in a 4:1 vol ratio) solvent, it turned turbid immediately once the two solutions are mixed.",no,train
438,10.1016/j.cej.2017.01.108,"However, expanded graphite could be used as Na-insertion anode, but it is not been seriously considered as a strong contender.",no,train
439,10.1039/c4ra03735a,"For the uses of SMO in batteries, the SMO morphology only affects the battery performance in the initial stage, but its crystal structure can have significant impact on the performance.",both,train
440,10.1002/adfm.201701130,"Note that NaFeF3 has a different space group of Pnma, indicating a distortion of perovskite structure when using Na+ as channel filler.",no,train
441,10.1002/anie.201206854,"Thus, it can be concluded that there is a certain amount of MnIII in NMHFC-1 while almost all the Fe remain as FeII.",no,train
442,10.1039/c4ee03215b,"Despite the general perception that maricite NaFePO4 is electrochemically inactive, remarkable battery performance of the maricite NaFePO4 electrode in NIBs was demonstrated.",no,train
443,10.1002/admi.201600942,One of the reasons of low coulombic efficiencies might be the electron leakage.,both,train
444,10.1039/c3ee41379a,"Yet, hard carbon negative electrode materials tested in such electrolytes exhibit significant differences in performance, rooted in the different resistivity of the SEI, which results in too large polarization and concomitant loss of capacity at low potentials when DME is used as a co-solvent.",both,train
445,10.1002/aenm.201702716,"To date, few sulfide Na-ion SEs have been developed and most of the SEs developed contain P and suffer from poor chemical stability.",macro,train
446,10.1016/j.jcis.2018.07.114,"However, application of the NVPF material is still hindered by the lack of available scale-synthesis strategies and intrinsically low electron conductivity.",micro,train
447,10.1016/j.jssc.2019.121010,The electrochemical capacity decays from 105 mAh/g for y = 0 to ~50 mAh/g for y = 0.8 because of decreasing amount of electrochemically active V4+ upon increasing the Fe content.,no,train
448,10.1016/j.jssc.2020.121230,"However, the ionic radius of Na+ (0.98 A) is much larger than that of Li+ (0.69 A), making the electrode process to be more sluggish and the anode materials less stable during the charge-discharge process.",both,train
449,10.1039/c5cc04229a,"Currently, a majority of studies have been focused on the development of appropriate active materials with sufficiently large interstitial space within their crystallographic structure to host sodium ions and achieve satisfactory electrochemical performance.",no,train
450,10.1039/c3ta10210f,We are currently investigating ways for the material/cathode optimization and underlying electrochemical redox mechanism to further improve this new-found Na cathode material.,no,train
451,10.1016/j.electacta.2019.02.001,"Carbonophosphates, rarely explored chemical class of materials, were previously found only among minerals, such as sidorenkite and bonshtedtite.",no,train
452,10.1039/c3cc47549b,"In summary, a new configuration of sodium-ion batteries has been demonstrated by using the ion exchange membranes in their Na-form swollen with organic solvents as both electrolytes and separators.",no,train
453,10.1016/j.ssi.2017.02.007,"The decomposition of the discharge products, which is related with the reversibility of the battery, has strong relevance with the weakened O O covalent bonds in the negatively charged O2 groups.",both,train
454,10.1002/aenm.201800880,"Yong-Sheng Hu is a professor at the Institute of Physics, Chinese Academy of Sciences.",no,train
455,10.1002/cssc.201801930,"When Al was used as the working electrode, H2 evolution only occurred below -2.0 V vs. Ag/AgCl.",no,train
456,10.1039/c2cc33771a,"A modified Prussian blue analogue, Na2Zn3[Fe(CN)6]2*xH2O, was investigated as a positive electrode material.",no,train
457,10.1021/acsami.7b09658,"In the first discharge process, plenty of Na ions can be inserted back to the original extracted Na+ sites or other open sites in the interlayer, corresponding to a discharge capacity of 143 mAh/g.",no,train
458,10.1016/j.jpowsour.2017.07.029,"For various cathode loadings, the cell performance (e.g., charge/discharge capacities) was primarily limited by the charging current.",macro,train
459,10.1016/j.electacta.2019.04.136,"Other than LIBs, the NCF@rGO-TiO2 electrode can also serve as SIBs anode and exhibiting a good rate (305, 208, and 120 mAh g-1 at 0.5, 2, and 10 C) and cycling performance (nearly 100% capacity retention after 70 cycles at 5 C).",no,train
460,10.1039/c3ee40914g,"Indeed, the methods are found to work well, even for compounds where there is undoubtedly a degree of covalency, such as aluminophosphates and olivine silicates.The lattice relaxation around defects and migrating ions was calculated by an implementation of the Mott-Littleton scheme incorporated in the GULP code.",no,train
461,10.1039/c5ta00623f,"The knowledge learned from the conversion-type cells and Li/S cells is very helpful for understanding the performance of the Li/FeS2 (and Na/FeS2) cells, and the strategies used for improving the conversion-type cells and Li/S cells must be applicable to these batteries.",no,train
462,10.1016/0022-4596(87)90088-0,Sodium-potassium containing 40 mole% K2O and 60 mole% Na2O in the alkali fraction with over 65% b''-phase can be synthesized and sintered by using a commercially feasible spray-drying process for the preparation of the precursor powder.,no,train
463,10.1016/j.jcis.2018.07.114,"As shown in Fig. 4b, reasonable carbon contents greatly increase the rate capacity owing to improvement of electron conductivity, but too much carbon contents would lead to decrease of rate capability due to reduction of active composition and difficulty of ionic conduction in thick layers.",no,train
464,10.1039/c7nr03342g,"First, ionic liquids could penetrate into the carbon layer easily compared with conventional solid carbon precursors owing to their fluidic properties, which is highly efficient and essential to construct new electrode materials.",no,train
465,10.1039/c6ta05069g,"(2) Tradeoff between the capacity and charge/discharge rates owing to low electrical conductivity, which causes sluggish reaction kinetics with unsatisfactory high-rate performances.",both,train
466,10.1016/j.jpowsour.2018.08.025,The cell using FEC single additive (F) has only 76.6% of capacity retention after 750 cycles.,macro,train
467,10.1002/aenm.201803648,"Practical application of hard carbon materials in sodium-ion batteries (SIBs) is largely limited by their low initial coulombic efficiency (ICE), which may be improved by increasing the graphitization degree.",macro,train
468,10.1016/j.electacta.2019.03.139,However this purpose is beyond our goal and approach.,no,train
469,10.1021/acs.chemmater.8b03463,The CV curves of the SFDC electrode at the same testing conditions are displayed in Figure a.,no,train
470,10.1016/j.jallcom.2019.03.127,"However, for higher current densities, the factor determining Na+ diffusion begins to show dominance, so the NKVPF@CNT electrode can gap away from other samples.",no,train
471,10.1039/c8ta03444c,The first capacity loss mainly stemmed from electrolyte decomposition from the formation of a SEI film on the electrode surface.,both,train
472,10.1016/j.nanoen.2016.12.018,"Similarly, the transport of polysulfides is inhibited in these highly doped porous carbons when using TEGME.",micro,train
473,10.1016/j.jpowsour.2019.227617,This suggests that new salts need to be designed to improve the full-cell performance in the future.,micro,train
474,10.1039/c6ta02051h,"In this contribution, we report the direct observation of conversion reactions with Na, which may assist in further optimization of figures of merit for Na-ion batteries.Herein, a nanocomposite of Co3O4 nanoparticles (about 4 nm) on multi-walled carbon nanotubes (CNTs) has been synthesized and its electrochemical reaction with Na-ions was studied by in situ high-resolution transmission electron microscopy (HRTEM).",no,train
475,10.1002/aenm.201800944,The partially reversible b shrinkage as well as the unsynchronized change with a and c values is the inherent reflection for the Fe migration into vacant Na(1) sites so that the localized lattice distortion can be observed as aforementioned.,no,train
476,10.1021/acsenergylett.8b00919,hybrid electrolyte enables the stable and reversible operation of.,no,train
477,10.1039/c5ra25645c,The capacity of 208 mA h g-1 can be obtained even at current density of 1000 mA g-1.,no,train
478,10.1039/c5cp07474f,"With the covalent Li/Na-TCNE crystals, the voltages are computed to fall to zero at the specific capacities of 394 mA h g-1 for Li and 176 mA h g-1 for Na, corresponding to volumetric capacities of 523 and 220 mA h cm-3 for Li and Na, respectively.",no,train
479,10.1002/cssc.201600117,"Their work suggests that Na can directly intercalate into disordered carbon without the effect of larger initial interlayer distances, especially with mono-vacancy (MV) and DV defects.",no,train
480,10.1021/acs.jpcc.7b08512,"Therefore, the EBSD mapping images do not reflect the entire structure (Figure S2, Supporting Information ).",no,train
481,10.1002/batt.201800073,"However, recent works suggest that PIL-based batteries can perform better than their AIL-based counterparts at high rates.",no,train
482,10.1002/smll.201902603,"However, both the reversible capacity and efficiency need to be further improved.",macro,train
483,10.1002/batt.201800034,"The cycling performance over 20 cycles, however, was not satisfactory.",macro,train
484,10.1002/anie.201905803,We also demonstrated that C/g-C3N4 can be combined with Na2C6O6 to create a full cell with high CE and a stable cycling (>14 000 cycles at 1 A g-1).,no,train
